"id","Title","taxon","file","author","post_date","size","size_raw","type","NonSpecimen","Date","Time","Duration","deployment","lat","lon","time_of_day","license","info_url","device","rights_holder","country","locality","sample_rate","channels"
"9729","433:11 Mymeleotettix maculatus (667r3)	","Myrmeleotettix maculatus","https://bio.acousti.ca/sites/default/files/433_11_Mymeleotettix_maculatus_667r3.wav","David R. Ragge","2013-09-26 13:29","39.23 MB","41138876","audio/x-wav","","1987-09-08","1330","233","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9729","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9730","433:12 Chorthippus sampeyrensis(667r4)","Chorthippus sampeyrensis","https://bio.acousti.ca/sites/default/files/433_12_Chorthippus_sampeyrensis_667r4.wav","","2013-09-26 13:29","37.06 MB","38857436","audio/x-wav","","","","220","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9730","","Natural History Museum, London","","","44100","stereo"
"9731","433:13 Chorthippus sampeyrensis (667r5)","Chorthippus sampeyrensis","https://bio.acousti.ca/sites/default/files/433_13_Chorthippus_sampeyrensis_667r5.wav","","2013-09-26 13:29","21.65 MB","22706252","audio/x-wav","","","","128","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9731","","Natural History Museum, London","","","44100","stereo"
"9732","433:14 Chorthippus sampeyrensis (667r6)","Chorthippus sampeyrensis","https://bio.acousti.ca/sites/default/files/433_14_Chorthippus_sampeyrensis_667r6.wav","","2013-09-26 13:29","40.39 MB","42352508","audio/x-wav","","","","240","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9732","","Natural History Museum, London","","","44100","stereo"
"9733","433:15 Chorthippus sampeyrensis (667r7)","Chorthippus sampeyrensis","https://bio.acousti.ca/sites/default/files/433_15_Chorthippus_sampeyrensis_667r7.wav","","2013-09-26 13:29","37.33 MB","39142028","audio/x-wav","","","","221","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9733","","Natural History Museum, London","","","44100","stereo"
"9734","433:16 Chorthippus mollis ignifer (668r1)","Chorthippus Glyptobothrus mollis ignifer","https://bio.acousti.ca/sites/default/files/433_16_Chorthippus_mollis_ignifer_668r1.wav","David R. Ragge","2013-09-26 13:29","10.73 MB","11249660","audio/x-wav","","1987-09-14","1200","63","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9734","Uher 4200; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9735","433:17 Chorthippus mollis ignifer (668r2)","Chorthippus Glyptobothrus mollis ignifer","https://bio.acousti.ca/sites/default/files/433_17_Chorthippus_mollis_ignifer_668r2.wav","","2013-09-26 13:29","15.91 MB","16678076","audio/x-wav","","","","94","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9735","","Natural History Museum, London","","","44100","stereo"
"9736","433:18 Stenobothrus ursulae (668r3)","Stenobothrus ursulae","https://bio.acousti.ca/sites/default/files/433_18_Stenobothrus_ursulae_668r3.wav","David R. Ragge","2013-09-26 13:29","23.71 MB","24865388","audio/x-wav","","1987-09-09","2130","140","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9736","Uher 4200; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9737","433:19 Euthystira brachyptera (668r4) macropterous form","Euthystira brachyptera","https://bio.acousti.ca/sites/default/files/433_19_Euthystira_brachyptera_668r4.wav","David R. Ragge","2013-09-26 13:29","61.98 MB","64988156","audio/x-wav","","1987-09-14","1245","368","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9737","Uher 4200; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9738","433:20 Euthystira brachyptera (668r5)","Euthystira brachyptera","https://bio.acousti.ca/sites/default/files/433_20_Euthystira_brachyptera_668r5.wav","David R. Ragge","2013-09-26 13:29","31.64 MB","33182060","audio/x-wav","","1987-09-14","1515","188","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9738","Uher 4200; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9739","433:21 Stenobothrus ursulae (668r6)","Stenobothrus ursulae","https://bio.acousti.ca/sites/default/files/433_21_Stenobothrus_ursulae_668r6.wav","David R. Ragge","2013-09-26 13:29","29.02 MB","30432572","audio/x-wav","","1987-09-14","1600","172","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9739","Uher 4200; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9740","433:22 Chorthippus mollis ignifer (668r7)","Chorthippus Glyptobothrus mollis ignifer","https://bio.acousti.ca/sites/default/files/433_22_Chorthippus_mollis_ignifer_668r7.wav","David R. Ragge","2013-09-26 13:29","13.29 MB","13930940","audio/x-wav","","1987-09-16","1230","78","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9740","Uher 4200; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9741","433:23 Polysarcus denticauda (668r8)","Polysarcus denticauda","https://bio.acousti.ca/sites/default/files/433_23_Polysarcus_denticauda_668r8.wav","David R. Ragge","2013-09-26 13:29","47.1 MB","49387340","audio/x-wav","","1987-09-16","1415","279","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9741","Uher 4200; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9742","434:1 Polysarcus denticauda (669r1)","Polysarcus denticauda","https://bio.acousti.ca/sites/default/files/434_1_Polysarcus_denticauda_669r1.wav","David R. Ragge","2013-09-26 13:29","60.39 MB","63320588","audio/x-wav","","1987-09-16","1445","358","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9742","Uher 4200; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9743","434:2 Bryodema tuberculata (669r2)","Bryodema tuberculata","https://bio.acousti.ca/sites/default/files/434_2_Bryodema_tuberculata_669r2.wav","David R. Ragge","2013-09-26 13:29","9.76 MB","10238300","audio/x-wav","","1987-09-18","1130","58","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9743","Uher 4200; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9744","434:3 Bryodema tuberculata (669r3)","Bryodema tuberculata","https://bio.acousti.ca/sites/default/files/434_3_Bryodema_tuberculata_669r3.wav","David R. Ragge","2013-09-26 13:29","47.11 MB","49401452","audio/x-wav","","1987-09-18","1145","280","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9744","Uher 4200; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9745","434:4 Bryodema tuberculata (669r4)","Bryodema tuberculata","https://bio.acousti.ca/sites/default/files/434_4_Bryodema_tuberculata_669r4.wav","David R. Ragge","2013-09-26 13:29","8.54 MB","8958812","audio/x-wav","","1987-09-18","1215","50","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9745","Uher 4200; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9746","434:5 Lesina intermedia (687a)","Lesina intermedia","https://bio.acousti.ca/sites/default/files/434_5_Lesina_intermedia_687a.wav","","2013-09-26 13:29","30.35 MB","31827308","audio/x-wav","","","","180","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9746","","Natural History Museum, London","","","44100","stereo"
"9747","434:6 Lesina intermedia (687b)","Lesina intermedia","https://bio.acousti.ca/sites/default/files/434_6_Lesina_intermedia_687b.wav","","2013-09-26 13:29","19.68 MB","20636492","audio/x-wav","","","","116","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9747","","Natural History Museum, London","","","44100","stereo"
"9748","434:7 Lesina intermedia (687c)","Lesina intermedia","https://bio.acousti.ca/sites/default/files/434_7_Lesina_intermedia_687c.wav","","2013-09-26 13:29","37.6 MB","39431324","audio/x-wav","","","","223","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9748","","Natural History Museum, London","","","44100","stereo"
"9749","434:8 Chorthippus biguttulus (688a)","Chorthippus Glyptobothrus biguttulus","https://bio.acousti.ca/sites/default/files/434_8_Chorthippus_biguttulus_688a.wav","W. J. Reynolds","2013-09-26 13:29","47.42 MB","49718972","audio/x-wav","","1988-08-05","1345","281","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9749","Kudelski Nagra IV D (-32dB at 50 Hz); Sennheiser MKH 405","Natural History Museum, London","GB","","44100","stereo"
"9750","434:9 Chorthippus biguttulus (688b)","Chorthippus Glyptobothrus biguttulus","https://bio.acousti.ca/sites/default/files/434_9_Chorthippus_biguttulus_688b.wav","W. J. Reynolds","2013-09-26 13:29","48.69 MB","51059612","audio/x-wav","","1988-08-05","1345","289","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9750","Kudelski Nagra IV D (-32dB at 50 Hz); Sennheiser MKH 405","Natural History Museum, London","GB","","44100","stereo"
"9751","434:10 Chorthippus biguttulus (689)","Chorthippus Glyptobothrus biguttulus","https://bio.acousti.ca/sites/default/files/434_10_Chorthippus_biguttulus_689.wav","W. J. Reynolds","2013-09-26 13:29","68.92 MB","72262892","audio/x-wav","","1988-08-05","1415","409","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9751","Kudelski Nagra IV D (-32dB at 50 Hz); Sennheiser MKH 405","Natural History Museum, London","GB","","44100","stereo"
"9752","434:11 Chorthippus biguttulus (690a)","Chorthippus Glyptobothrus biguttulus","https://bio.acousti.ca/sites/default/files/434_11_Chorthippus_biguttulus_690a.wav","W. J. Reynolds","2013-09-26 13:29","38.82 MB","40701404","audio/x-wav","","1988-08-05","1445","230","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9752","Kudelski Nagra IV D (-32dB at 50 Hz); Sennheiser MKH 405","Natural History Museum, London","GB","","44100","stereo"
"9753","434:12 Chorthippus biguttulus (690b)	","Chorthippus Glyptobothrus biguttulus","https://bio.acousti.ca/sites/default/files/434_12_Chorthippus_biguttulus_690b.wav","W. J. Reynolds","2013-09-26 13:29","59.94 MB","62847836","audio/x-wav","","1988-08-05","1445","356","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9753","Kudelski Nagra IV D (-32dB at 50 Hz); Sennheiser MKH 405","Natural History Museum, London","GB","","44100","stereo"
"9754","434:13 Chorthippus biguttulus (691a)	","Chorthippus Glyptobothrus biguttulus","https://bio.acousti.ca/sites/default/files/434_13_Chorthippus_biguttulus_691a.wav","W. J. Reynolds","2013-09-26 13:29","20.08 MB","21052796","audio/x-wav","","1988-08-08","1200","119","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9754","Kudelski Nagra IV D (-32dB at 50 Hz); Sennheiser MKH 405","Natural History Museum, London","GB","","44100","stereo"
"9755","434:14 Chorthippus biguttulus (691b)	","Chorthippus Glyptobothrus biguttulus","https://bio.acousti.ca/sites/default/files/434_14_Chorthippus_biguttulus_691b.wav","W. J. Reynolds","2013-09-26 13:29","60.95 MB","63915644","audio/x-wav","","1988-08-08","1200","362","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9755","Kudelski Nagra IV D (-32dB at 50 Hz); Sennheiser MKH 405","Natural History Museum, London","GB","","44100","stereo"
"9756","434:15 Chorthippus biguttulus (692)	","Chorthippus Glyptobothrus biguttulus","https://bio.acousti.ca/sites/default/files/434_15_Chorthippus_biguttulus_692.wav","W. J. Reynolds","2013-09-26 13:29","77.09 MB","80833580","audio/x-wav","","1988-08-08","1000","458","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9756","Kudelski Nagra IV D (-31dB at 50 Hz); Sennheiser MKH 405","Natural History Museum, London","GB","","44100","stereo"
"9757","434:16 Conocephalus conocephalus (693)	","Conocephalus Conocephalus conocephalus","https://bio.acousti.ca/sites/default/files/434_16_Conocephalus_conocephalus_693.wav","","2013-09-26 13:29","74.16 MB","77764220","audio/x-wav","","1988-10-03","1430","440","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9757","Kudelski Magra IV D (-32dB at 50Hz); Sennheiser MKH 405","Natural History Museum, London","","","44100","stereo"
"9758","435:1 Conocephalus conocephalus (694r1)	","Conocephalus Conocephalus conocephalus","https://bio.acousti.ca/sites/default/files/435_1_Conocephalus_conocephalus_694r1.wav","","2013-09-26 13:29","40.77 MB","42752348","audio/x-wav","","1988-10-03","1645","242","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9758","Kudelski Nagra IV D (-32dB at 50HZ); Sennheiser MKH 405","Natural History Museum, London","","","44100","stereo"
"9759","435:2 Conocephalus conocephalu (694r2)	","Conocephalus Conocephalus conocephalus","https://bio.acousti.ca/sites/default/files/435_2_Conocephalus_conocephalu_694r2.wav","","2013-09-26 13:29","15.41 MB","16160636","audio/x-wav","","1988-10-04","0830","91","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9759","Kudelski Nagra IV D (-32dB at 50HZ); Sennheiser MKH 405","Natural History Museum, London","","","44100","stereo"
"9760","435:3 Conocephalus conocephalus (694r2b)	","Conocephalus Conocephalus conocephalus","https://bio.acousti.ca/sites/default/files/435_3_Conocephalus_conocephalus_694r2b.wav","","2013-09-26 13:29","36.21 MB","37973084","audio/x-wav","","1988-10-04","0830","215","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9760","Kudelski Nagra IV D (-32dB at 50HZ); Sennheiser MKH 405","Natural History Museum, London","","","44100","stereo"
"9761","435:4 Conocephalus conocephalus (695a)	","Conocephalus Conocephalus conocephalus","https://bio.acousti.ca/sites/default/files/435_4_Conocephalus_conocephalus_695a.wav","","2013-09-26 13:29","62.38 MB","65411516","audio/x-wav","","1988-10-04","0900","370","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9761","Kudelski Nagra IV D (-32dB at 50HZ); Sennheiser MKH 405","Natural History Museum, London","","","44100","stereo"
"9762","435:5 Conocephalus conocephalus (695b)	","Conocephalus Conocephalus conocephalus","https://bio.acousti.ca/sites/default/files/435_5_Conocephalus_conocephalus_695b.wav","","2013-09-26 13:29","32.63 MB","34209884","audio/x-wav","","1988-10-04","0900","193","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9762","Kudelski Nagra IV D (-32dB at 50HZ); Sennheiser MKH 405","Natural History Museum, London","","","44100","stereo"
"9763","435:6 Conocephalus conocephalus (697)	","Conocephalus Conocephalus conocephalus","https://bio.acousti.ca/sites/default/files/435_6_Conocephalus_conocephalus_697.wav","","2013-09-26 13:29","78.7 MB","82527020","audio/x-wav","","1988-10-04","1530","467","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9763","Kudelski Nagra IV D (-32dB at 50HZ); Sennheiser MKH 405","Natural History Museum, London","","","44100","stereo"
"9764","435:7 Conocephalus conocephalus (701)	","Conocephalus Conocephalus conocephalus","https://bio.acousti.ca/sites/default/files/435_7_Conocephalus_conocephalus_701.wav","","2013-09-26 13:29","78.28 MB","82077788","audio/x-wav","","1988-10-04","1545","465","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9764","Kudelski Nagra IV D (-32dB at 50HZ); Sennheiser MKH 405","Natural History Museum, London","","","44100","stereo"
"9765","435:8 Conocephalus conocephalus (702)	","Conocephalus Conocephalus conocephalus","https://bio.acousti.ca/sites/default/files/435_8_Conocephalus_conocephalus_702.wav","","2013-09-26 13:29","79.18 MB","83027996","audio/x-wav","","1988-10-04","1615","470","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9765","kudelski Nagra IV D (-32dB at 50HZ); Sennheiser MKH 405","Natural History Museum, London","","","44100","stereo"
"9766","435:9 Conocephalus conocephalus (704)	","Conocephalus Conocephalus conocephalus","https://bio.acousti.ca/sites/default/files/435_9_Conocephalus_conocephalus_704.wav","","2013-09-26 13:29","78.92 MB","82755164","audio/x-wav","","1988-10-05","0930","469","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9766","Kudelski Nagra IV D (-32dB at 50HZ); Sennheiser MKH 405","Natural History Museum, London","","","44100","stereo"
"9767","435:10 Conocephalus conocephalus (706	)","Conocephalus Conocephalus conocephalus","https://bio.acousti.ca/sites/default/files/435_10_Conocephalus_conocephalus_706.wav","","2013-09-26 13:29","158.83 MB","166547516","audio/x-wav","","1988-10-05","1030","944","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9767","Kudelski Nagra IV D (-32dB at 50HZ); Sennheiser MKH 405","Natural History Museum, London","","","44100","stereo"
"9768","436:1 Conocephalus conocephalus (707)	","Conocephalus Conocephalus conocephalus","https://bio.acousti.ca/sites/default/files/436_1_Conocephalus_conocephalus_707.wav","","2013-09-26 13:29","78.62 MB","82442348","audio/x-wav","","1988-10-05","1100","467","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9768","Kudelski Nagra IV D (-32dB at 50HZ); Sennheiser MKH 405","Natural History Museum, London","","","44100","stereo"
"9769","436:2 Tylopsis lilifolia (708)	","Tylopsis lilifolia","https://bio.acousti.ca/sites/default/files/436_2_Tylopsis_lilifolia_708.wav","W. J. Reynolds","2013-09-26 13:29","77.7 MB","81475676","audio/x-wav","","1988-10-05","1400","461","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9769","Kudelski Nagra IV D (-32dB at 50 Hz); Sennheiser MKH 405","Natural History Museum, London","GB","","44100","stereo"
"9770","436:3 Stenobothrus nadigi (720r1)	","Stenobothrus nadigi","https://bio.acousti.ca/sites/default/files/436_3_Stenobothrus_nadigi_720r1.wav","David R. Ragge","2013-09-26 13:29","20.8 MB","21807788","audio/x-wav","","1988-09-03","1200","123","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9770","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9771","436:4 Stenobothrus nadigi (720r2)	","Stenobothrus nadigi","https://bio.acousti.ca/sites/default/files/436_4_Stenobothrus_nadigi_720r2.wav","David R. Ragge","2013-09-26 13:29","40.88 MB","42869948","audio/x-wav","","1988-09-03","1745","243","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9771","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9772","436:5 small brachypterous Phaneropterine? (720r3)	","Phaneropterinae","https://bio.acousti.ca/sites/default/files/436_5_small_brachypterous_Phaneropterine%3F_720r3.wav","David R. Ragge","2013-09-26 13:29","15.36 MB","16104188","audio/x-wav","","1988-09-05","2300","91","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9772","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9773","436:6 Chorthippus rubratibialis (720r4)	","Chorthippus Glyptobothrus rubratibialis","https://bio.acousti.ca/sites/default/files/436_6_Chorthippus_rubratibialis_720r4.wav","","2013-09-26 13:29","49.76 MB","52176812","audio/x-wav","","","","295","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9773","","Natural History Museum, London","","","44100","stereo"
"9774","436:7 Chorthippus rubratibialis (720r5)	","Chorthippus Glyptobothrus rubratibialis","https://bio.acousti.ca/sites/default/files/436_7_Chorthippus_rubratibialis_720r5.wav","","2013-09-26 13:29","7.38 MB","7735772","audio/x-wav","","","","43","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9774","","Natural History Museum, London","","","44100","stereo"
"9775","436:8 Chorthippus rubratibialis (720r6)	","Chorthippus Glyptobothrus rubratibialis","https://bio.acousti.ca/sites/default/files/436_8_Chorthippus_rubratibialis_720r6.wav","","2013-09-26 13:29","28.36 MB","29736380","audio/x-wav","","","","168","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9775","","Natural History Museum, London","","","44100","stereo"
"9776","436:9 Chorthippus rubratibialis (720r7)	","Chorthippus Glyptobothrus rubratibialis","https://bio.acousti.ca/sites/default/files/436_9_Chorthippus_rubratibialis_720r7.wav","","2013-09-26 13:29","27.07 MB","28381628","audio/x-wav","","","","160","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9776","","Natural History Museum, London","","","44100","stereo"
"9777","436:10 Chorthippus rubratibialis (720r8)	","Chorthippus Glyptobothrus rubratibialis","https://bio.acousti.ca/sites/default/files/436_10_Chorthippus_rubratibialis_720r8.wav","","2013-09-26 13:29","36.72 MB","38504636","audio/x-wav","","","","218","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9777","","Natural History Museum, London","","","44100","stereo"
"9778","436:11 Chorthippus brunneus (721r1)	","Chorthippus Glyptobothrus brunneus","https://bio.acousti.ca/sites/default/files/436_11_Chorthippus_brunneus_721r1.wav","David R. Ragge","2013-09-26 13:29","62.68 MB","65724332","audio/x-wav","","1988-09-06","1600","372","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9778","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9779","436:12 Chorthippus rubratibialis (721r2)	","Chorthippus Glyptobothrus rubratibialis","https://bio.acousti.ca/sites/default/files/436_12_Chorthippus_rubratibialis_721r2.wav","","2013-09-26 13:29","45.71 MB","47929100","audio/x-wav","","","","271","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9779","","Natural History Museum, London","","","44100","stereo"
"9780","436:13 Chorthippus rubratibialis (721r3)	","Chorthippus Glyptobothrus rubratibialis","https://bio.acousti.ca/sites/default/files/436_13_Chorthippus_rubratibialis_721r3.wav","","2013-09-26 13:29","29.29 MB","30717164","audio/x-wav","","","","174","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9780","","Natural History Museum, London","","","44100","stereo"
"9781","436:14 Chorthippus yersini (721r4)	","Chorthippus Glyptobothrus yersini","https://bio.acousti.ca/sites/default/files/436_14_Chorthippus_yersini_721r4.wav","David R. Ragge","2013-09-26 13:29","61.4 MB","64381340","audio/x-wav","","1988-09-09","1500","364","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9781","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9782","436:15 Chorthippus yersini (721r5)	","Chorthippus Glyptobothrus yersini","https://bio.acousti.ca/sites/default/files/436_15_Chorthippus_yersini_721r5.wav","David R. Ragge","2013-09-26 13:29","31.9 MB","33452540","audio/x-wav","","1988-09-09","1530","189","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9782","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9783","436:16 Chorthippus brunneus (722r1)	","Chorthippus Glyptobothrus brunneus","https://bio.acousti.ca/sites/default/files/436_16_Chorthippus_brunneus_722r1.wav","David R. Ragge","2013-09-26 13:29","33.02 MB","34623836","audio/x-wav","","1988-09-09","1545","196","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9783","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9784","436:17 Chorthippus yersini (722r2)	","Chorthippus Glyptobothrus yersini","https://bio.acousti.ca/sites/default/files/436_17_Chorthippus_yersini_722r2.wav","David R. Ragge","2013-09-26 13:29","60.37 MB","63299420","audio/x-wav","","1988-09-09","1600","358","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9784","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9785","437:1 Chorthippus yersini (722r3)	","Chorthippus Glyptobothrus yersini","https://bio.acousti.ca/sites/default/files/437_1_Chorthippus_yersini_722r3.wav","David R. Ragge","2013-09-26 13:29","31.63 MB","33163244","audio/x-wav","","1988-09-09","1630","188","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9785","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9786","437:2 Chorthippus yersini (722r4)	","Chorthippus Glyptobothrus yersini","https://bio.acousti.ca/sites/default/files/437_2_Chorthippus_yersini_722r4.wav","David R. Ragge","2013-09-26 13:29","36.22 MB","37975436","audio/x-wav","","1988-09-09","1645","215","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9786","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9787","437:3 Chorthippus brunneus (722r5	)","Chorthippus Glyptobothrus brunneus","https://bio.acousti.ca/sites/default/files/437_3_Chorthippus_brunneus_722r5.wav","David R. Ragge","2013-09-26 13:29","41.82 MB","43855436","audio/x-wav","","1988-09-09","2230","248","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9787","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9788","437:4 Chorthippus brunneus (722r6)	","Chorthippus Glyptobothrus brunneus","https://bio.acousti.ca/sites/default/files/437_4_Chorthippus_brunneus_722r6.wav","David R. Ragge","2013-09-26 13:29","12.68 MB","13300604","audio/x-wav","","1988-09-10","1430","75","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9788","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9789","437:5 Chorthippus brunneus (722r7)	","Chorthippus Glyptobothrus brunneus","https://bio.acousti.ca/sites/default/files/437_5_Chorthippus_brunneus_722r7.wav","David R. Ragge","2013-09-26 13:29","12.36 MB","12964268","audio/x-wav","","1988-09-10","1445","73","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9789","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9790","437:6 Chorthippus yersini (723r1)	","Chorthippus Glyptobothrus yersini","https://bio.acousti.ca/sites/default/files/437_6_Chorthippus_yersini_723r1.wav","David R. Ragge","2013-09-26 13:29","56.53 MB","59272796","audio/x-wav","","1988-09-11","1530","336","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9790","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9791","437:7 Chorthippus yersini (723r2)	","Chorthippus Glyptobothrus yersini","https://bio.acousti.ca/sites/default/files/437_7_Chorthippus_yersini_723r2.wav","David R. Ragge","2013-09-26 13:29","13.13 MB","13766300","audio/x-wav","","1988-09-11","1600","78","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9791","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
"9792","437:8 Chorthippus brunneus (723r3)	","Chorthippus Glyptobothrus brunneus","https://bio.acousti.ca/sites/default/files/437_8_Chorthippus_brunneus_723r3.wav","David R. Ragge","2013-09-26 13:29","21.98 MB","23047292","audio/x-wav","","1988-09-13","0945","130","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/9792","Uher 4200 IC; AKG D202 (LF circuit off)","Natural History Museum, London","","","44100","stereo"
