"id","type","title","author","editor","year","month","journal","booktitle","series","howpublished","volume","number","pages","chapter","edition","publisher","organization","institution","school","address","type_of_work","note","isbn","issn","doi","url","attachments","keywords","abstract","type_name","journal_abbreviation","pmid","info_url"
"58451","article","Search behaviour and mate choice by female field crickets, Gryllus integer.","Wiegmann, DD","","1999","","Anim Behav","","","","58","6","1293-1298","","","","","","","","","","","0003-3472","10.1006/anbe.1999.1243","","https://bio.acousti.ca/sites/default/files/Search_behaviour_and_mate_choice_by_fema.pdf","","<p>The search tactics that females might employ to find a suitable mate impose different cognitive demands on searchers and some theoretical models of search behaviour presuppose that females are able to recall encountered males and return to mate with a previously sampled individual. In this study, I exposed female field crickets, Gryllus integer, to male calls either sequentially or simultaneously from two speakers in a three-arm radial maze. Subjects that were exposed to the two calls in sequence and allowed to move to the location of each call returned, in the absence of any audible signal, to the location of the call initially encountered. Subjects allowed to walk to the location of only one of two simultaneously active speakers before playback of both calls was terminated were as likely to move, in the absence of any audible signal, to the never-active speaker as to the location of the other male call. These subjects were also more likely to search all three arms of the maze and searched for a longer time than females exposed to calls sequentially. Thus, female G. integer probably do not construct a spatial representation of the locations of potential mates from the calls of males that advertise concurrently. The results of this study suggest, however, that female G. integer are able to recall previously encountered males under some conditions and may potentially employ a search tactic that is more complicated than a simple instantaneous comparison of the qualities of males that are actively calling. Copyright 1999 The Association for the Study of Animal Behaviour.</p>
","Journal Article","Anim Behav","10600152","https://bio.acousti.ca/node/58451"
"58452","article","The use of ball pits and playpens in laboratory Lister Hooded male rats induces ultrasonic vocalisations indicating a more positive affective state and can reduce the welfare impacts of aversive procedures","Hinchcliffe, Justyna K; Jackson, Megan G; Robinson, Emma SJ","","2022","","","","","","","","002367722110659","","","","","","","","","","","0023-6772, 1758-1117","10.1177/00236772211065920","http://dx.doi.org/10.1177/00236772211065920","https://bio.acousti.ca/sites/default/files/00236772211065920.pdf","","<p><jats p=""""> The advancement and quality of science rely on research that is robust and unbiased in its experimental design, execution, analysis, and reproducibility. In preclinical research, a better understanding of animal emotions and refinement of their husbandry, housing, and handling are important goals in providing good animal welfare in a laboratory setting which underpins rigorous research quality. Induction of positive emotional state in animals is a key component of their well-being, and one approach is to increase their environmental complexity using, for example, ball pits or playpens in rats. In this study, we recorded 50&thinsp;kHz ultrasonic vocalisations (USVs) during animals&rsquo; exposure to the ball pit and playpen. We have previously shown that 50&thinsp;kHz USVs provide a graded and quantifiable measure of an animal&rsquo;s emotional state, and here find that access to the ball pit and playpen increases 50&thinsp;kHz USVs, indicative of a more positive affective state. Using our affective bias test (ABT) we next quantified the animals&rsquo; emotional response to an aversive intervention and whether this could be attenuated by access to a playpen. The playpen exposure completely mitigated the negative affective state induced by an anxiogenic drug when compared with animals who experienced the drug in the home cage. Together, these findings suggest ball pits and playpens provide a simple and effective method to improve the welfare of laboratory rats and reduce the cumulative suffering they experience from their housing conditions and minor, aversive procedures. </jats></p>
","Journal Article","","","https://bio.acousti.ca/node/58452"
"58453","article","Methods to measure biological sounds and assess their drivers in a tropical forest","Diepstraten, Johan; Kuenbou, Jacques Keumo; Willie, Jacob","","2022","","","","","","","","101619","","","","","","","","","","","2215-0161","10.1016/j.mex.2022.101619","http://dx.doi.org/10.1016/j.mex.2022.101619","https://bio.acousti.ca/sites/default/files/1-s2.0-S2215016122000048-main.pdf","","<p>The study of soundscapes and biological sounds is becoming the focus of increasing scientific attention. Studying biological sounds involves the deployment of acoustic sensors to record sounds and the identification of animal species and other sources of sound in audio recordings. In addition, data extracted from audio recordings may be pooled together with ecological and human activity data to investigate the drivers of biological sounds. We provide a detailed method description of our study on biological sounds in a tropical forest and their drivers along a gradient of disturbance in Southeast Cameroon. We designed and implemented a research protocol to:</p>
<p>- make large scale audio recordings and identify animal species detected;</p>
<p>- collect ground-truth data on mammal and bird species;</p>
<p>- collect climate, habitat, and human activity data and describe remoteness and accessibility.</p>
","Journal Article","","","https://bio.acousti.ca/node/58453"
"58454","article","The distribution and calls of Vraem’ Treefrog, Dendropsophus vraemi (Caminer, Milá, Jansen, Fouquet, Venegas, Chávez, Lougheed, and Ron 2017), with comments on its conservation status","Germán Chávez; Andy C. Barboza; Michelle E. Thompson","","2021","","Amphibian & Reptile Conservation","","","","15","2","311-317","","","","","","","","","","","","","","https://bio.acousti.ca/sites/default/files/Chavez_et2021_ARC_15_2_General_Section_311-317_e2952.pdf","Amphibia; Anura; Data Deficient; Peru; South America; vocalization","<p>Dendropsophus vraemi is a recently described frog that is only known from the type locality, in La Mar province, Ayacucho, Peru. Here, we present new data on its geographic distribution, coloration in life, and habitat, as well as descriptions of the advertisement and aggressive calls of this species. The new localities extend the known distribution range 151 km northwest and the elevation range down to 250 m asl, which is nearly 450 m lower than previously known. Our findings are inconsistent with its current IUCN categorization of Least Concern (LC), and we suggest that this species should be categorized as Data Deficient.</p>
","Journal Article","","","https://bio.acousti.ca/node/58454"
"58455","article","Chorus structure in tarbush grasshoppers: inhibition, selective phonoresponse and signal competition","Robert L.Minckley; Michael D.Greenfield; Michael K.Tourtellot","","1995","","Animal Behaviour","","","","50","3","279-594","","","","","","","","","","","","10.1016/0003-3472(95)80121-9","https://doi.org/10.1016/0003-3472(95)80121-9","https://bio.acousti.ca/sites/default/files/Chorus_structure_in_tarbush_grasshoppers.pdf","","<p>In species where sexually advertising males signal in groups, the timing of an individual&#39;s signals relative to those of neighbours may be a critical aspect of mating success. Temporal signal interactions and their relation to female attraction were examined in the tarbush grasshopper, Ligurotettix planum. The acoustic signals of neighbouring L. planum males form a crudely alternating chorus. Alternation within male pairs is effected by an (inhibitory resetting) mechanism that causes a male to refrain from calling for at least a 1&middot;8-s interval beginning 0&middot;2s after the onset of a neighbour&#39;s call. This mechanism is not equally applied to all neighbours. Rather, males are selectively inhibited by only their nearest one or two neighbours, whereas more distant, but audible, callers are ignored. Males also time their calls to occur shortly before calls at the ends of predictable recurring silent intervals. Consequently, males do not decrease their calling rates in high population density, and they compete effectively for females. Phonotaxis in L. planum females is characterized by preference for leading calls, a psychoacoustic feature that would select for timng mechanisms that avert the production of following calls in males. The inhibitory resetting mechanism averts such calls. Moreover, because males are only inhibited by nearest neighbours, their strongest competitors, they can avoid producing unattractive following calls and still maintain normal calling rates. By calling at the ends of silent intervals, males may actively compete with neighbours via &lsquo;attempting&rsquo; to relegate the neighbours&#39; calls to ineffective, from the neighbour&#39;s perspective, time intervals following the focal male&#39;s call.</p>
","Journal Article","","","https://bio.acousti.ca/node/58455"
"58456","article","Risk trading in mating behavior: forgoing anti-predatorresponses reduces the likelihood of missing terminalmating opportunities","Marie Lafaille; Gaëlle Bimbard; Michael D. Greenfield","","2010","","Behavioral Ecology and Sociobiology","","","","64","","1485-1494","","","","","","","","","","",""," 10.1007/s00265-010-0963-7","","https://bio.acousti.ca/sites/default/files/Risk_trading_in_mating_behavior_forgoing.pdf","","<p>Life history theory predicts that organisms make certain adjustments to their current and future reproductive effort such that fitness is maximized. Moreover, these adjustments may be fine tuned in response to risks of attack by natural enemies. Thus, we may predict that as an organism ages it will accept increasing levels of exposure to predators during mating activities, effectively trading the risk of losing terminal mating opportunities for the risk of predation. We tested this prediction in an acoustic moth, Achroia grisella, in which females orient toward and evaluate males based on their ultrasonic calling song, and both sexes may be vulnerable to predation by insectivorous bats while in flight as well as on the substrate. In the latter situation, singing males and orienting females show silence and arrestment responses, respectively, when presented with synthetic bat echolocation signals broadcast above a threshold amplitude. We found that both males and females become less sensitive to these broadcasts over the course of their brief reproductive periods, 7 and 5 days, respectively. Over the same periods, sensitivity to male song in both males and females remains constant, and relatively little senescence in sexual behavior is observed. These results support the risk trading hypothesis, and they indicate that life history principles may apply over a very short lifespan.</p>
","Journal Article","","","https://bio.acousti.ca/node/58456"
"58457","article","The Elaborate Courtship Behavior of Stenobothrus clavatus Willemse, 1979 (Acrididae: Gomphocerinae)","Ostrowski, Tim Daniel; Sradnick, Jan; Stumpner, Andreas; Elsner, Norbert","","2009","","","","","","18","","171-182","","","","","","","","","","","1082-6467, 1937-2426","10.1665/034.018.0206","http://dx.doi.org/10.1665/034.018.0206","https://bio.acousti.ca/sites/default/files/034.018.0206.pdf","","<p>The elaborate courtship behavior of the gomphocerine grasshopper Stenobothrus clavatus, endemic to a few mountains in Greece, incorporates acoustic signalling and visual display elements to prime the conspecific female. The courtship song, produced by rubbing hind legs against an elytral vein, can be divided into four consecutive phases. The basic movements of phases I, II and IV consist of simple up and interrupted downstrokes, with sound produced during the downstroke only. In contrast, phase III is characterized by a fast sound-producing elevation of the femora, a kick of the tibiae and other visual display elements, such as a fast raising of the antennae with their dark spatulate tips during each movement cycle. The latter is strongly pronounced and therefore a characteristic feature of this species.</p>
<p>The stridulatory file of each hind leg consists of two parts. The proximal part bears a double row of little pegs, whereas the pegs in the distal part are regularly aligned in a single row. The proximal part of the stridulatory file is incorporated in sound production only during phase III. However, frequency spectra from different sound elements produced during phase III were similar. Nevertheless, differences are found between phase I/II and phase III/IV, which are ascribed to variations in contact pressure of the stridulatory file against the forewing, rather than to different portions of the stridulatory file being involved.</p>
","Journal Article","","","https://bio.acousti.ca/node/58457"
"58458","article","Temporal Shifts in Conspicuousness: Mate Attraction Displays of the Texas Field Cricket, Gryllus texensis","Susan M. Bertram; S. Xochitl Orozco; Rudy Bellani","","2004","","Ethology","","","","110","12","963-975","","","","","","","","","","","","","","https://bio.acousti.ca/sites/default/files/Temporal_shifts_in_conspicuousness_mate.pdf","","<p>Conspicuous mate attraction displays can simultaneously draw the attention of potential mates and predators, placing the signaller in peril of becoming prey. The balance between these countervailing forms of selection has the potential to shape mate attraction displays. Male Texas field crickets (Gryllus texensis; Orthoptera) signal acoustically to attract mates. Mating signals also attract acoustically orienting parasitoid flies (Ormia ochracea; Tachinidae). Both the abundance of female crickets and parasitoid flies fluctuates throughout the night. We show mate attraction displays exhibit diel shifts that correlate positively with expected female cricket presence and negatively with expected parasitoid fly activity. During early evening, when parasitoids are most common and mating is scarce, crickets signal less often and with reduced conspicuousness. During the second half of the evening, when sexually receptive females are abundant and parasitoids are scarce, crickets signal more often and with enhanced conspicuousness. These diel shifts in mate attraction displays do not appear to result from male crickets detecting parasitoid flies or female crickets and altering their behaviour accordingly. Males in close proximity to parasitoid flies or female crickets do not signal differently than lone males. Instead, diel pattern shifts in mate attraction displays appear to be a selective response to trade-offs between natural selection via parasitism and sexual selection via mate choice.</p>
","Journal Article","","","https://bio.acousti.ca/node/58458"
"58461","article","Acoustic radiation patterns of mating calls of the túngara frog (Physalaemus pustuosus): Implications for multiple receivers","Bernal, Ximena E.; Page, Rachel A.; Ryan, Michael J.; Argo, Theodore F.; Wilson, Preston S.","","2009","","","","","","126","","2757-2767","","","","","","","","","","","0001-4966","10.1121/1.3212929","http://dx.doi.org/10.1121/1.3212929","https://bio.acousti.ca/sites/default/files/The_role_of_the_environment_on_the_acous.pdf","","<p>In order for a signal to be transmitted from a sender to a receiver, the receiver must be within theactive space of the signal. If patterns of sound radiation are not omnidirectional, the position as wellas the distance of the receiver relative to the sender is critical. In previous measurements of thehorizontal directivity of mating calls of frogs, the signals were analyzed using peak orroot-mean-square analysis and resulted in broadband directivities that ranged from negligible to amaximum of approximately 5 dB. Idealized laboratory measurements of the patterns of acousticradiation of the mating calls of male t&uacute;ngara frogs&nbsp;<em>Physalaemus pustulosus</em>, along axes relevant tothree receivers in this communication network, female frogs in the horizontal plane, and frog-eatingbats and blood-sucking ﬂies above the ground, are reported. The highest sound pressure level wasradiated directly above the frog, with a 6 dB reduction radiated along the horizontal direction.Band-limited directivities were signiﬁcantly greater than broadband directivities, with a maximumdirectivity of 20 dB in the vertical plane for harmonics near 6 kHz. The implications with regard tomating and predator-prey interactions are discussed.</p>
","Journal Article","","","https://bio.acousti.ca/node/58461"
"58462","article","The calling songs of male spring field crickets (Gryllus veletis) change as males age","Bertram, Susan M.; Fitzsimmons, Lauren P.","","2011","","","","","","148","","1045-1065","","","","","","","","","","","0005-7959, 1568-539X","10.1163/000579511x588812","http://dx.doi.org/10.1163/000579511x588812","https://bio.acousti.ca/sites/default/files/The_calling_songs_of_male_spring_field_c.pdf","","<p><jats sec=""""><jats p="""">Sexual traits are typically thought to convey information about a male&#39;s quality or condition. Female preference for older males has been documented in many taxa, but the evidence that males signal their age is inconclusive. We investigated lifetime patterns of acoustic mate attraction signalling in a longitudinal study of the spring field cricket, <jats italic="""">Gryllus veletis</jats>. We recorded males continuously throughout their lives, such that every pulse of sound produced by every male was analyzed. Our study answers two main questions: (1) Do calls change as males age? Our results reveal that the calls of male spring field crickets change with age; the calls of older males were quieter, with more silent periods within and between chirps, and produced less often than those of younger males. As males aged most of the changes in call structure reflect decreased calling effort. (2) What is the relationship between calling effort and longevity? Lifetime calling effort was positively related to longevity, such that males that called the most over their life also lived longer than males that called less. Together, our findings provide the most thorough exploration of lifetime signalling patterns in crickets to date.</jats> </jats></p>
","Journal Article","","","https://bio.acousti.ca/node/58462"
"58464","phdthesis","Notes from the Underground: An Exploration of Burying Beetle Thermal Ecology, Sound Production and Reception, and Brain Morphology.","Michelle Ward","","2022","","","","","","PhD","","","","","","","","Biological Sciences, University of New Hampshire","","","","","","","https://scholars.unh.edu/dissertation/2698?utm_source=scholars.unh.edu/dissertation/2698","","","","Thesis","","","https://bio.acousti.ca/node/58464"
"58465","article","Vocal behaviour, parasitic infection, chronic stress, and body condition in Rufous‐naped Wrens (<i>Campylorhynchus rufinucha</i>)","Meza‐Montes, Estefanía; Fernández‐Gómez, Ronald A.; Llanes‐Quevedo, Alexander; Navarro‐Sigüenza, Adolfo G.; Santiago‐Alarcon, Diego; Sosa‐López, J. Roberto","","2022","","","","","","","","","","","","","","","","","","","0019-1019, 1474-919X","10.1111/ibi.13130","http://dx.doi.org/10.1111/ibi.13130","","","<p>We explored the relationship between haemosporidian infection (infected vs. uninfected), parasite load, Heterophil-Lymphocyte ratio, body condition, and vocal behaviour of the Rufous-naped Wren Campylorhynchus rufinucha. Our results, albeit based on a small sample size, showed no evidence of an association between vocal behaviour and infection status, heterophil:lymphocyte ratio, or body condition. Infections did not vary among localities. Our results showed, however, that infection status was associated with a higher song rate, and that males and females belonging to the same reproductive pair had a strong positive correlation in infection status and parasite load.</p>
","Journal Article","","","https://bio.acousti.ca/node/58465"
"58466","article","In-air acoustic repertoire and associated behaviour of wild juvenile crabeater seals during rehabilitation","Shabangu, Fannie W.; Hofmeyr, G. J. Greg; Probert, Rachel; Connan, Maëlle; Buhrmann, Corrine A.; Gridley, Tess","","2022","","Bioacoustics","","","","","","1-23","","","","","","","","","","","0952-4622, 2165-0586","10.1080/09524622.2022.2108145","http://dx.doi.org/10.1080/09524622.2022.2108145","","","<p>In-air sounds of pinnipeds are important for interactions with conspecifics and threat displays. However, little is known about the in-air acoustic repertoire and associated behaviour of crabeater seals Lobodon carcinophaga. We investigated the in-air acoustic repertoire and associated behaviour of two male and one female wild juvenile crabeater seals that beached separately, and were rehabilitated in Durban and Gqeberha, South Africa. In-air sounds were visually identified and categorised into five classes validated via random forest model classification: brief, intermediate, and long moan calls, croaks, and hisses. Hisses were common (n&thinsp;=&thinsp;25,105 sounds from 136 hrs of acoustic recordings) and detected during heightened arousal states and interactions with animal care staff and a conspecific. Furthermore, hisses were also recorded in low arousal states during exhalation. Moan calls (n&thinsp;=&thinsp;241) were only detected from two of the three seals. During rehabilitation, the female seal ceased producing moan calls and later produced a series of croaks (n&thinsp;=&thinsp;204). Acoustic characteristics of in-air moan calls differed from published underwater moan calls according to duration, minimum, and maximum frequencies, and pulse repetition rate. Our study shows that the in-air acoustic repertoire and associated behaviour of these Antarctic seals are dynamic, vary inter-individually and are context dependent.</p>
","Journal Article","","","https://bio.acousti.ca/node/58466"
"58467","article","Temporal occurrence of three blue whale populations in New Zealand waters from passive acoustic monitoring","Dawn R Barlow; Holger Klinck; Dimitri Ponirakis; Mattea Holt Colberg; Leigh G. Torres","","2022","","Journal of Mammalogy","","","",""," gyac106","","","","","","","","","","","","","10.1093/jmammal/gyac106","https://doi.org/10.1093/jmammal/gyac106","","bioacoustics; blue whale; distribution; ecology; marine mammals; New Zealand; passive acoustic monitoring; populations; vocalizations","<p>Describing spatial and temporal occurrence patterns of wild animal populations is important for understanding their evolutionary trajectories, population connectivity, and ecological niche specialization, with relevance for effective management. Throughout the world, blue whales produce stereotyped songs that enable identification of separate acoustic populations. We harnessed continuous acoustic recordings from five hydrophones deployed in the South Taranaki Bight (STB) region of Aotearoa New Zealand from January 2016 to February 2018. We examined hourly presence of songs from three different blue whale populations to investigate their contrasting ecological use of New Zealand waters. The New Zealand song was detected year-round with a seasonal cycle in intensity (peak February&ndash;July), demonstrating the importance of the region to the New Zealand population as both a foraging ground and potential breeding area. The Antarctic song was present in two distinct peaks each year (June&ndash;July; September&ndash;October) and predominantly at the offshore recording locations, suggesting northbound and southbound migration between feeding and wintering grounds. The Australian song was only detected during a 10-day period in January 2017, implying a rare vagrant occurrence. We therefore infer that the STB region is the primary niche of the New Zealand population, a migratory corridor for the Antarctic population, and outside the typical range of the Australian population.</p>
","Journal Article","","","https://bio.acousti.ca/node/58467"
"58468","article","Spatial dynamics of soundscapes and biodiversity in a semi‐arid landscape","Marina D. A. Scarpelli; David Tucker; Brendan Doohan; Paul Roe; Susan Fuller","","2022","","Landscape Ecology","","","","","","","","","","","","","","","","","","","","https://bio.acousti.ca/sites/default/files/s10980-022-01568-9-2.pdf","acoustic indices; biodiversity; Shrub cover; Spatial scale; Subcanopy cover; Vegetation mosaics","<p>Context<br />
	Semi-arid landscapes are naturally hetero- geneous with several factors influencing this varia- tion. Fauna responses and adaptations vary in xeric environments, and the scale of observation is impor- tant. Biodiversity monitoring at several scales can be challenging, and acoustics are an alternative to this issue.</p>
<p>Objectives<br />
	We investigated how audible biodiver- sity is influenced by environmental factors (e.g.: veg- etation metrics, climatic variables, etc.) across a fine spatial scale, aiming to provide a better understand- ing of the variation in audible species across record- ing locations placed close together. These results will improve the current knowledge on ecoacoustics as a tool for measuring ecological processes in this biome, and better inform conservation plans.</p>
<p>Methods<br />
	We collected data in the semi-arid region in Queensland, Australia placing 24 recorders 200 m apart for 48 h. We also sampled environmental attributes (e.g.: temperature and vegetation structure metrics) and used acoustic indices in a time-series algorithm to categorise sound into classes. Bird spe- cies and feeding guilds were also identified.</p>
<p>Results We found significant differences between proximate sensors, demonstrating that soundscape differences occur across fine spatial scales. Birds and insects were the predominant biophonic sound observed and both groups were associated with shrub cover and subcanopy height. Environments with higher shrub and subcanopy cover had a higher per- centage of all birds&rsquo; feeding guilds and insects. Sixty- three bird species were identified, including a threat- ened bird species in Queensland.</p>
<p>Conclusion<br />
	We show biodiversity is influenced by vegetation heterogeneity across fine spatial scales in semi-arid regions, identifying which attributes sus- tain higher levels of biodiversity activity. Our study reveals the practicality of acoustic surveys for this biodiversity monitoring by covering a large area in 48 h. However, we caution that scale is an important consideration when designing surveys.</p>
","Journal Article","","","https://bio.acousti.ca/node/58468"
"58469","article","Acoustic scaling in the European spiny lobster (<i>Palinurus elephas</i>)","Jézéquel, Youenn; Bonnel, Julien; Eliès, Phillipe; Chauvaud, Laurent","","2022","","","","","","152","","3235-3244","","","","","","","","","","","0001-4966","10.1121/10.0016363","http://dx.doi.org/10.1121/10.0016363","https://bio.acousti.ca/sites/default/files/s10980-022-01568-9-3.pdf","","<p><jats p=""""> Sound is an important cue for arthropods. In insects, sound features and sound-producing apparatus are tightly correlated to enhance signal emission in larger individuals. In contrast, acoustic scaling in marine arthropods is poorly described even if they possess similar sound-producing apparatus. Here, the acoustic scaling of the European spiny lobster is analyzed by recording sounds in situ at 1&thinsp;m from a wide range of body sizes. The dimensions of associated sound-producing apparatus increased with body size, indicating sound features would also be influenced by spiny lobster size. Indeed, temporal sound features changed with body size, suggesting differences in calling songs could be used for spiny lobster acoustic communication. Source levels (peak&ndash;peak) ranged from 131 to 164&thinsp;dB re 1 &mu;Pa for smaller and larger lobsters, respectively, which could be explained by more efficient resonating structures in larger animals. In addition, dominant frequencies were highly constrained by ambient noise levels, masking the low-frequency content of low intensity sounds from smaller spiny lobsters. Although the ecological function of spiny lobster sounds is not clear yet, these results suggest larger body sizes benefit because louder calls increase the broadcast area and potential interactions with conspecifics, as shown in the insect bioacoustic literature. </jats></p>
","Journal Article","","","https://bio.acousti.ca/node/58469"
"58470","article","Regional differences in the song characteristics of Pallas’s Leaf Warbler Phylloscopus proregulus in north-east Asia","Hae-Min Seo; Eun-Jeong Kim; CHan-Ryul Park","","2022","","Journal of Asian Ornithology","","","","38","","29-33","","","","","","","","","","","","","","https://bio.acousti.ca/sites/default/files/HAE-MIN_SEO_et_al_JAO38202229-33.pdf","","<p>Intra-specific variation in avian songs can be complex and often remains understudied in species that exhibit pronounced dialectal<br />
	differentiation. Pallas&rsquo;s Leaf Warbler Phylloscopus proregulus is a migratory bird that breeds across mountainous forests from southern<br />
	Siberia to the Far East of northern Asia. However, to date, studies on the songs of this species have been limited to the western area of their<br />
	breeding range. Here, we document song differences among Pallas&rsquo;s Leaf Warbler populations across north-east Asia. The population in<br />
	the Mongolia&ndash;Baikal region exhibited significant differences in its acoustic properties from the populations of the Amur River basin and<br />
	South Korea. On the other hand, the songs of the Amur River basin and South Korea were not different from each other. Considering the<br />
	forest connectivity between the Amur River basin and Korean peninsula, our findings suggest population structure in Pallas&rsquo;s Leaf Warblers<br />
	between the Mongolia&ndash;Baikal region and the Amur&ndash;Korea region. To better understand the relationships between these two populations,<br />
	a combination of bioacoustic and population-genetic studies coupled with migratory monitoring is recommended.</p>
","Journal Article","","","https://bio.acousti.ca/node/58470"
"58471","article","Complementarity between mist-netting and low-cost acoustic recorders to sample bats in Amazonian rainforests and savannahs","William Douglas Carvalho; João David Miguel; Bruna da Silva Xavier; Adrià López-Baucells ; Isaí Jorge de Castro; Renato Richard Hilário; José Júlio de Toledo; Ricardo Rocha; Jorge M. Palmeirim","","2022","","Community Ecology","","","","","","","","","","","","","","","","","","10.1007/s42974-022-00131-5","","https://bio.acousti.ca/sites/default/files/s42974-022-00131-5.pdf","acoustic monitoring; Amazonian savannah; Audiomoths; Chiroptera; Methods comparison; Neotropical bats","<p>Effective survey methods are paramount to measure changes in species distribution, populations dynamics and to guide conservation. Mist-netting and passive acoustic monitoring are two of the most used techniques to sample bats assemblages. Yet, despite the great potential of low-cost autonomous ultrasound recorders in surveying bat assemblages, we lack thorough assessments of their performance in relation to more established survey methods. Taking advantage of the rich bat fauna of the northeastern Brazilian Amazon, we set out to i) investigate the complementarity of mist-netting and acoustic surveys in sampling bats in forest and savannah habitats in the Savannahs of Amap&aacute; and ii) undertake a cost-effectiveness evaluation of using one, two or three recorders per sampling site to simultaneously survey bat assemblages. The two methods show complementary, and overall species diversity recorded with mist nets was higher than with acoustic recorders. However, species diversity was higher with acoustic recorders than with mist nets when considering a reduced (n&thinsp;&lt;&thinsp;3) number of transects. In addition, we found a gain in species diversity when using more than one acoustic recorder in forest habitats, despite the low cost-effectiveness. However, there were no differences between the diversity using one, two or three acoustic recorders in savannah. Due to possible device malfunction, we recommend the use of at least two acoustic recorders in both habitats to reduce the likelihood of data loss. The use of low-cost bioacoustic recorders in bat surveys can help to address critical knowledge gaps for poorly known aerial-hawking insectivores and support evidence-based conservation strategies.</p>
","Journal Article","","","https://bio.acousti.ca/node/58471"
"58472","article","Acoustic Screening of the “Wet voice”: Proof of Concept in an            <i>ex vivo</i>            Canine Laryngeal Model","Rameau, Anaïs; Andreadis, Katerina; Ganesan, Vinayak; Lachs, Mark S; Rosen, Tony; Wang, Fei; Maddox, Alexandra; Klinck, Holger; Khosla, Sid M.; de Luzan, Charles Farbos; Madhusudhana, Shyam","","2022","","The Laryngoscope","","","","","","","","","","","","","","","","","0023-852X, 1531-4995","10.1002/lary.30525","http://dx.doi.org/10.1002/lary.30525","https://bio.acousti.ca/sites/default/files/The%20Laryngoscope%20-%202022%20-%20Rameau%20-%20Acoustic%20Screening%20of%20the%20Wet%20voice%20Proof%20of%20Concept%20in%20an%20ex%20vivo%20Canine%20Laryngeal.pdf","","<p>Background<br />
	Current protocols for bedside swallow evaluation have high rates of false negative results. Though experts are not consistently able to screen for aspiration risk by assessing vocal quality, there is emerging evidence that vocal acoustic parameters are significantly different in patients at risk of aspiration. Herein, we aimed to determine whether the presence of material on the vocal folds in an excised canine laryngeal model may have an impact on acoustic and aerodynamic measures.</p>
<p>Methods<br />
	Two ex vivo canine larynges were tested. Three liquids of different viscosities (1:100 diluted glycerin, pure glycerin, and honey-thick Varibar) were placed on the vocal folds at a constant volume. Acoustic and aerodynamic measures were obtained in both adducted and abducted vocal fold configurations. Intraglottal high-speed imaging was used to approximate the maximum divergence angle of the larynges in the studied conditions and examine its relationship to vocal efficiency (VE) and acoustic measures.</p>
<p>Results<br />
	In glottic insufficiency conditions only, we found that several acoustic parameters could predict the presence of material on the vocal folds. Based on the combination of the aerodynamic and acoustic data, we found that decreased spectral energy in the higher harmonics was associated with decreased VE in the presence of material on the vocal folds and/or glottic insufficiency.</p>
<p>Conclusion<br />
	Decreased spectral energy in the higher harmonics of the voice was found to be a potential biomarker of swallowing dysfunction, as it correlates with decreased vocal efficiency due to material on the vocal folds and/or glottic insufficiency, both of which are known risk factors for aspiration.</p>
","Journal Article","","","https://bio.acousti.ca/node/58472"
"58473","inbook","Chapter 26: The role of hearing in mosquito behaviour","Feugère, L.; Simões, P.M.V.; Russell, I.J.; Gibson, G.","","2022","","","Sensory ecology of disease vectors","","","","","683-708","","","Wageningen Academic Publishers","","","","","","","9789086863808, 9789086869329","","10.3920/978-90-8686-932-9_26","http://dx.doi.org/10.3920/978-90-8686-932-9_26","https://bio.acousti.ca/sites/default/files/978-90-8686-932-9_26.pdf","distortion products; harmonic convergence; mating behaviour; rapid frequency modulation; sound trap","<p>Mosquitoes generate sounds by flapping their wings in flight, which are thought to have a role in acoustic communication. Furthermore, the auditory organs of mosquitoes are the most sensitive among all arthropods reported so far. However, the function of hearing in mosquitoes is still unclear, and various debates have been raised in the scientific community. This book chapter reviews current knowledge about mosquito hearing, and is directed to the mosquito ecology community. First, we review acoustical aspects of hearing which need to be taken into account to understand the capabilities of insect sensory systems across a range of distances (near-field/far-field, active/reactive field and air particle velocity/pressure). Second, the basic mechanism of antennal hearing is explained in terms of sound-level and frequency sensitivities, interactions with the Johnston&rsquo;s organ and spatial hearing. Third, we review a range of theories behind the role of the acoustic interactions between male and female mosquitoes (harmonic convergence, rapid frequency modulation and species-specificity), and discuss some of the main interpretations of these behaviours. Finally, we discuss the hearing range of mosquitoes in relation to communication and sound traps.</p>
","Book Chapter","","","https://bio.acousti.ca/node/58473"
