"traitID","taxonID","Taxonomic name","Trait","Ontology Link","Value","Call Type","Sex","Temperature","Reference","Cascade","Annotation ID"
"32903","4707","Montana decticiformis","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","19","Calling Call (Day)","Male","27","","0",""
"32904","4707","Montana decticiformis","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","18","Calling Call (Night)","Male","20","","0",""
"32905","4707","Montana decticiformis","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","3","Calling Call (Night)","Male","20","","0",""
"32906","4707","Montana decticiformis","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","3-5","Calling Call (Night)","Male","20","","0",""
"32907","4707","Montana decticiformis","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","25","Calling Call","Male","20","","0",""
"32908","4708","Montana eversmanni","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","63","Calling Call","Male","25","","0",""
"32909","4708","Montana eversmanni","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","19","Calling Call","Male","25","","0",""
"32910","4708","Montana eversmanni","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","3","Calling Call","Male","25","","0",""
"32911","4708","Montana eversmanni","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","50","Calling Call","Male","25","","0",""
"32912","4708","Montana eversmanni","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","38","Calling Call (Night)","Male","24","","0",""
"32913","4708","Montana eversmanni","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","3","Calling Call (Night)","Male","24","","0",""
"32914","4708","Montana eversmanni","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","6-7","Calling Call (Night)","Male","24","","0",""
"32915","4708","Montana eversmanni","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","35","Calling Call (Night)","Male","24","","0",""
"32916","4709","Montana helleri","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","6","Calling Call","Male","30","","0",""
"32917","4709","Montana helleri","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","0.4","Calling Call","Male","30","","0",""
"32918","4709","Montana helleri","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme",">3;4","Calling Call","Male","30","","0",""
"32919","4709","Montana helleri","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","46","Calling Call","Male","30","","0",""
"32920","4709","Montana helleri","Number Of Teeth On Stridulatory File","https://vocab.audioblast.org/StridulatoryFileToothNumber","40","","Male","","","0",""
"32921","732","Montana macedonica","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","46","Calling Call","Male",">23","","0",""
"32922","732","Montana macedonica","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","12.5","Calling Call","Male",">23","","0",""
"32923","732","Montana macedonica","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","3","Calling Call","Male",">23","","0",""
"32924","732","Montana macedonica","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","33","Calling Call","Male",">23","","0",""
"32925","732","Montana macedonica","Number Of Teeth On Stridulatory File","https://vocab.audioblast.org/StridulatoryFileToothNumber","60","","","","","0",""
"32926","732","Montana macedonica","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","59","Calling Call","Male","28","","0",""
"32927","732","Montana macedonica","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","17.5","Calling Call","Male","28","","0",""
"32928","732","Montana macedonica","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","3","Calling Call","Male","28","","0",""
"32929","732","Montana macedonica","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","71","Calling Call","Male","24","","0",""
"32930","732","Montana macedonica","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","24","Calling Call","Male","24","","0",""
"32931","732","Montana macedonica","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","3","Calling Call","Male","24","","0",""
"32932","732","Montana macedonica","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","53","Calling Call","Male","25","","0",""
"32933","732","Montana macedonica","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","17","Calling Call","Male","25","","0",""
"32934","732","Montana macedonica","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","3","Calling Call","Male","25","","0",""
"32935","732","Montana macedonica","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","38","Calling Call","Male","25","","0",""
"32936","1235","Montana montana","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","30","Calling Call","Male","24","","0",""
"32937","1235","Montana montana","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","12.5","Calling Call","Male","24","","0",""
"32938","1235","Montana montana","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","1","Calling Call","Male","24","","0",""
"32939","1235","Montana montana","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","32","Calling Call","Male","","","0",""
"32940","1235","Montana montana","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","32","Calling Call","Male","","","0",""
"32941","1235","Montana montana","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","1","Calling Call","Male","","","0",""
"32942","1235","Montana montana","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","59","Calling Call","Male","25","","0",""
"32943","1235","Montana montana","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","30","Calling Call","Male","25","","0",""
"32944","1235","Montana montana","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","2","Calling Call","Male","25","","0",""
"32945","1235","Montana montana","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","50","Calling Call","Male","24","","0",""
"32946","1235","Montana montana","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","17","Calling Call","Male","24","","0",""
"32947","1235","Montana montana","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","2","Calling Call","Male","24","","0",""
"32948","1235","Montana montana","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","15","Calling Call","Male","25","","0",""
"32949","1235","Montana montana","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","30","Calling Call","Male","25","","0",""
"32950","1235","Montana montana","Number Of Teeth On Stridulatory File","https://vocab.audioblast.org/StridulatoryFileToothNumber","58","","Male","","","0",""
"32951","1235","Montana montana","Number Of Teeth On Stridulatory File","https://vocab.audioblast.org/StridulatoryFileToothNumber","57","","Male","","","0",""
"32952","4710","Montana striata","Syllable Duration (in Echeme)","https://vocab.audioblast.org/SyllableDurationInEcheme","67","Calling Call (high amplitude echeme)","Male","25","","0",""
"32953","4710","Montana striata","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","3","Calling Call (high amplitude echeme)","Male","25","","0",""
"32954","4710","Montana striata","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","27","Calling Call (low amplitude echeme)","Male","25","","0",""
"32955","4710","Montana striata","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","5","Calling Call (low amplitude echeme)","Male","25","","0",""
"32956","4710","Montana striata","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","4","Calling Call","Male","25","","0",""
"32957","4710","Montana striata","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","30","Calling Call","Male","25","","0",""
"32958","4710","Montana striata","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","20","Calling Call (low amplitude echeme)","Male","24","","0",""
"32959","4710","Montana striata","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","60","Calling Call (high amplitude echeme)","Male","24","","0",""
"32960","4710","Montana striata","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","3","Calling Call","Male","24","","0",""
"32961","4710","Montana striata","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","5","Calling Call (low amplitude echeme)","Male","24","","0",""
"32962","4710","Montana striata","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","3","Calling Call (high amplitude echeme)","Male","24","","0",""
"32963","4710","Montana striata","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","35-40","Calling Call","Male","24","","0",""
"32964","4710","Montana striata","Number Of Teeth On Stridulatory File","https://vocab.audioblast.org/StridulatoryFileToothNumber","133","","Male","","","0",""
"32965","1242","Montana stricta","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","65","Calling Call","Male","23","","0",""
"32966","1242","Montana stricta","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","18","Calling Call","Male","23","","0",""
"32967","1242","Montana stricta","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","3","Calling Call","Male","23","","0",""
"32968","1242","Montana stricta","Number Of Teeth On Stridulatory File","https://vocab.audioblast.org/StridulatoryFileToothNumber","58","","Male","","","0",""
"32969","1242","Montana stricta","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","83","Calling Call","Male","25","","0",""
"32970","1242","Montana stricta","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","24","Calling Call","Male","25","","0",""
"32971","1242","Montana stricta","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","3","Calling Call","Male","25","","0",""
"32972","1242","Montana stricta","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","53","Calling Call","Male","23","","0",""
"32973","1242","Montana stricta","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","15","Calling Call","Male","23","","0",""
"32974","1242","Montana stricta","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","3","Calling Call","Male","23","","0",""
"32975","1242","Montana stricta","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","125","Calling Call","Male","32","","0",""
"32976","1242","Montana stricta","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","34","Calling Call","Male","32","","0",""
"32977","1242","Montana stricta","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","100","Calling Call","Male","","","0",""
"32978","1242","Montana stricta","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","28","Calling Call","Male","","","0",""
"32979","1242","Montana stricta","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","3","Calling Call","Male","","","0",""
"32980","4711","Montana taurica","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","38","Calling Call","Male",">25.5","","0",""
"32981","4711","Montana taurica","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","12","Calling Call","Male",">25.5","","0",""
"32982","4711","Montana taurica","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","2","Calling Call","Male",">25.5","","0",""
"32983","4711","Montana taurica","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","22","Calling Call","Male",">25.5","","0",""
"32984","4712","Montana tianshanica","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","25","Calling Call","Male","25","","0",""
"32985","4712","Montana tianshanica","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","1","Calling Call","Male","25","","0",""
"32986","4712","Montana tianshanica","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","9","Calling Call","Male","25","","0",""
"32987","4712","Montana tianshanica","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","26","Calling Call","Male","25","","0",""
"32988","4713","Montana tomini","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","6","Calling Call","Male","16","","0",""
"32989","4713","Montana tomini","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","1","Calling Call","Male","16","","0",""
"32990","4713","Montana tomini","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","4-5","Calling Call","Male","16","","0",""
"32991","4713","Montana tomini","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","11","Calling Call","Male","29","","0",""
"32992","4713","Montana tomini","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","2","Calling Call","Male","29","","0",""
"32993","4713","Montana tomini","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","2","Calling Call","Male","29","","0",""
"32994","4713","Montana tomini","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","5","Calling Call","Male","20","","0",""
"32995","4713","Montana tomini","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","0.6","Calling Call","Male","20","","0",""
"32996","4713","Montana tomini","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","2-3","Calling Call","Male","20","","0",""
"32997","4713","Montana tomini","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","27","Calling Call","Male","20","","0",""
"32998","4713","Montana tomini","Number Of Teeth On Stridulatory File","https://vocab.audioblast.org/StridulatoryFileToothNumber","107","","","","","0",""
"32999","4710","Montana striata","Call Duration","https://vocab.audioblast.org/CallDuration","<120","Calling Call","Male","","","0",""
"33000","4711","Montana taurica","Echeme Interval","https://vocab.audioblast.org/EchemeInterval","0.020","Calling Call","Male","","","0",""
"33001","323","Conocephalus Anisoptera dorsalis","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","35","Calling Call","Male","","","0",""
"33002","323","Conocephalus Anisoptera dorsalis","Number of component calls","","2","Calling Call","Male","","","0",""
"33003","323","Conocephalus Anisoptera dorsalis","Call Duration","https://vocab.audioblast.org/CallDuration","<120","Calling Call","Male","","","0",""
"33004","323","Conocephalus Anisoptera dorsalis","Song (Presence)","","Present","Calling Call","Male","","","0",""
"33005","323","Conocephalus Anisoptera dorsalis","Song (Presence)","","Present","Rivalry Call","Male","","","0",""
"33006","297","Platycleis falx","Echeme Duration","https://vocab.audioblast.org/EchemeDuration","1-4","Calling Call","Male","","","0",""
"33007","297","Platycleis falx","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","25-90","Calling Call","Male","","","0",""
"33008","297","Platycleis falx","Echeme closing microsyllables (number)","","2-5","Calling Call","Male","","","0",""
"33009","297","Platycleis falx","Echeme Interval","https://vocab.audioblast.org/EchemeInterval","4-10","Calling Call","Male","","","0",""
"33010","297","Platycleis falx","Syllable Duration (in Echeme)","https://vocab.audioblast.org/SyllableDurationInEcheme","0.020-0.085","Calling Call","Male","","","0",""
"33011","297","Platycleis falx","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","10-30","Calling Call","Male","","","0",""
"33012","297","Platycleis falx","Echeme closing microsyllables duration","","0.001-0.012","Calling Call","Male","","","0",""
"33013","297","Platycleis falx","Echeme closing microsyllables rate (Hz)","","20-40","Calling Call","Male","","","0",""
"33014","165","Platycleis intermedia","Time Of Day Of Highest Acoustic Activity","https://vocab.audioblast.org/TimeOfDayOfHighestAcousticActivity","Evening; Night","Calling Call","Male","","","0",""
"33015","165","Platycleis intermedia","Song Structure","https://vocab.audioblast.org/SongStructure","Echeme Sequence","Calling Call","Male","","","0",""
"33016","165","Platycleis intermedia","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","2","Calling Call","Male","","","0",""
"33017","165","Platycleis intermedia","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","2-3","Calling Call","Male","","","0",""
"33018","165","Platycleis intermedia","Syllable Duration (in Echeme)","https://vocab.audioblast.org/SyllableDurationInEcheme","0.040-0.090","Calling Call","Male","","","0",""
"33019","165","Platycleis intermedia","Echeme Duration","https://vocab.audioblast.org/EchemeDuration","0.130-0.180","Calling Call","Male","","","0",""
"33020","165","Platycleis intermedia","Echeme Interval","https://vocab.audioblast.org/EchemeInterval","0.140-0.250","Calling Call","Male","","","0",""
"33021","206","Platycleis sepium","Time Of Day Of Call","https://vocab.audioblast.org/TimeOfDayOfCall","Day; Night","Calling Call","Male","","","0",""
"33022","206","Platycleis sepium","","","","","","","","0",""
"33023","206","Platycleis sepium","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","4-15","Calling Call","Male","","","0",""
"33024","206","Platycleis sepium","Echemes Per Echeme Sequence","https://vocab.audioblast.org/EchemesPerEchemeSequence","2-4; Indefinite","Calling Call","Male","","","0",""
"33025","206","Platycleis sepium","Syllable Duration (in Echeme)","https://vocab.audioblast.org/SyllableDurationInEcheme","0.010-0.050","Calling Call","Male","","","0",""
"33026","206","Platycleis sepium","Echeme Duration","https://vocab.audioblast.org/EchemeDuration","0.045-0.100","Calling Call","Male","","","0",""
"33027","206","Platycleis sepium","Echeme Interval","https://vocab.audioblast.org/EchemeInterval","0.060-0.130","Calling Call","Male","","","0",""
"33035","150","Platycleis tessellata","Sound Production Method","https://vocab.audioblast.org/SoundProductionMethod","Elytral Stridulation (Diplosyllable)","Calling Call","Male","","","0",""
"33036","150","Platycleis tessellata","Syllable Duration (song is syllable sequence)","","0.080-0.200","Calling Call","Male","","","0",""
"33037","150","Platycleis tessellata","Syllable Repetition Rate (Continuous Song) (Hz)","","6-8;1-4","Calling Call","Male","","","0",""
"33038","150","Platycleis tessellata","Call Duration","https://vocab.audioblast.org/CallDuration","<60; >60","Calling Call","Male","","","0",""
"33039","150","Platycleis tessellata","Syllable Interval","https://vocab.audioblast.org/SyllableInterval","0.030-0.100; 0.1-1.0","Calling Call","Male","","","0",""
"33042","925","Platycleis veyseli","Syllable Duration (in Echeme)","https://vocab.audioblast.org/SyllableDurationInEcheme","0.060-0.080","Calling Call","Male","26","","0",""
"33043","925","Platycleis veyseli","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","7-16","Calling Call","Male","26","","0",""
"33044","925","Platycleis veyseli","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","1","Calling Call","Male","26","","0",""
"33045","925","Platycleis veyseli","Syllable Interval","https://vocab.audioblast.org/SyllableInterval","0.4-1.6","Calling Call","Male","26","","0",""
"33047","306","Platycleis nigrosignata","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","2-8","Calling Call","Male","22","","0",""
"33048","306","Platycleis nigrosignata","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","2-4","Calling Call","Male","22","","0",""
"33049","306","Platycleis nigrosignata","Syllable Interval","https://vocab.audioblast.org/SyllableInterval","0.1-0.5","Calling Call","Male","22","","0",""
"33050","306","Platycleis nigrosignata","HemisyllableDurationFirst","https://vocab.audioblast.org/HemisyllableDurationFirst","0.030","Calling Call","Male","22","","0",""
"33051","306","Platycleis nigrosignata","HemisyllableDurationFinal","https://vocab.audioblast.org/HemisyllableDurationFinal","0.060","Calling Call","Male","22","","0",""
"33055","891","Platycleis montana","Echeme Duration","https://vocab.audioblast.org/EchemeDuration","1-2","Calling Call","Male","","","0",""
"33056","891","Platycleis montana","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","0.25-0.33","Calling Call","Male","","","0",""
"33057","891","Platycleis montana","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","60-140","Calling Call","Male","","","0",""
"33058","891","Platycleis montana","Syllable Duration (in Echeme)","https://vocab.audioblast.org/SyllableDurationInEcheme","0.004-0.011","Calling Call (quieter hemisyllables)","Male","","","0",""
"33059","891","Platycleis montana","Syllable Duration (in Echeme)","https://vocab.audioblast.org/SyllableDurationInEcheme","0.007-0.017","Calling Call (louder hemisyllables)","Male","","","0",""
"33060","225","Platycleis stricta","Number of component calls","","2","Calling Call","Male","","","0",""
"33061","225","Platycleis stricta","Echeme Interval","https://vocab.audioblast.org/EchemeInterval","0.3-1.2","Calling Call (short echemes)","Male","","","0",""
"33062","225","Platycleis stricta","Echeme Duration","https://vocab.audioblast.org/EchemeDuration","0.050-0.100","Calling Call (short echemes)","Male","","","0",""
"33063","225","Platycleis stricta","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","4-5","Calling Call (short echemes)","Male","","","0",""
"33064","225","Platycleis stricta","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","90-170","Calling Call (long echemes)","Male","","","0",""
"33065","225","Platycleis stricta","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","60-90","Calling Call (long echemes)","Male","","","0",""
"33069","319","Metrioptera brachyptera","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate","4-7","Calling Call","Male","","","0",""
"33070","319","Metrioptera brachyptera","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","4","Calling Call","Male","","","0",""
"33071","319","Metrioptera brachyptera","HemisyllableDurationFinal","https://vocab.audioblast.org/HemisyllableDurationFinal","0.015-0.020","Calling Call","Male","","","0",""
"33072","319","Metrioptera brachyptera","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme","35-55","Calling Call","Male","","","0",""
"33073","319","Metrioptera brachyptera","Echeme Duration","https://vocab.audioblast.org/EchemeDuration","0.075-0.120","Calling Call","Male","","","0",""
"33074","319","Metrioptera brachyptera","Echeme Interval","https://vocab.audioblast.org/EchemeInterval","0.065-0.110","Calling Call","Male","","","0",""
"33075","319","Metrioptera brachyptera","Echeme Repetition Rate (Hz)","https://vocab.audioblast.org/EchemeRepetitionRate",">2","Calling Call (cold)","Male","","","0",""
"33076","319","Metrioptera brachyptera","Syllable Repetition Rate (in echeme) (Hz)","https://vocab.audioblast.org/SyllableRepetitionRateInEcheme",">10","Calling Call (cold)","Male","","","0",""
"33077","319","Metrioptera brachyptera","HemisyllableDurationFinal","https://vocab.audioblast.org/HemisyllableDurationFinal","<0.090","Calling Call (cold)","Male","","","0",""
"33078","319","Metrioptera brachyptera","Echeme Duration","https://vocab.audioblast.org/EchemeDuration","<0.400","Calling Call (cold)","Male","","","0",""
"33079","84","Tettigonia viridissima","Sound Propagation Distance (m)","https://vocab.audioblast.org/SoundPropagationDistance","100","Calling Call","Male","","","0",""
"33080","84","Tettigonia viridissima","Time Of Day Of Call","https://vocab.audioblast.org/TimeOfDayOfCall","Afternoon-Morning","Calling Call","Male","","","0",""
"33081","84","Tettigonia viridissima","Time Of Day Of Highest Acoustic Activity","https://vocab.audioblast.org/TimeOfDayOfHighestAcousticActivity","Evening","Calling Call","Male","","","0",""
"33082","84","Tettigonia viridissima","Minimum Calling Temperature","https://vocab.audioblast.org/MinimumCallingTemperature","10","Calling Call","Male","","","0",""
"33083","84","Tettigonia viridissima","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","10","Calling Call","Male","","","0",""
"33084","1642","Saga campbelli","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","29","Calling Call","Male","","","0",""
"33085","1642","Saga campbelli","Number Of Teeth On Stridulatory File","https://vocab.audioblast.org/StridulatoryFileToothNumber","35","","","","","0",""
"33086","1642","Saga campbelli","Frequency (kHz)","https://vocab.audioblast.org/Frequency","24-44;24-70","Calling Call","Male","","","0",""
"33087","406","Saga hellenica","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","17","Calling Call","Male","","","0",""
"33088","406","Saga hellenica","Frequency (kHz)","https://vocab.audioblast.org/Frequency","14-34","Calling Call","Male","","","0",""
"33089","406","Saga hellenica","Number Of Teeth On Stridulatory File","https://vocab.audioblast.org/StridulatoryFileToothNumber","37;27-37","","Male","","","0",""
"33090","407","Saga natoliae","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","17","Calling Call","Male","","","0",""
"33091","407","Saga natoliae","Frequency (kHz)","https://vocab.audioblast.org/Frequency","14-34","Calling Call","Male","","","0",""
"33092","407","Saga natoliae","Number Of Teeth On Stridulatory File","https://vocab.audioblast.org/StridulatoryFileToothNumber","47","","","","","0",""
"33093","1646","Saga rammei","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","32","Calling Call","Male","","","0",""
"33094","1646","Saga rammei","Frequency (kHz)","https://vocab.audioblast.org/Frequency","24-36","Calling Call","Male","","","0",""
"33095","1646","Saga rammei","Number Of Teeth On Stridulatory File","https://vocab.audioblast.org/StridulatoryFileToothNumber","33","","","","","0",""
"33096","1645","Saga rhodiensis","Number Of Teeth On Stridulatory File","https://vocab.audioblast.org/StridulatoryFileToothNumber","32","","Male","","","0",""
"33097","1669","Saga cappadocica","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","23","Calling Call","Male","","","0",""
"33098","1669","Saga cappadocica","Frequency (kHz)","https://vocab.audioblast.org/Frequency","14-45","Calling Call","Male","","","0",""
"33099","1668","Saga ephippigera","Peak Frequency (kHz)","https://vocab.audioblast.org/PeakFrequency","30","Calling Call","Male","","","0",""
"33100","1668","Saga ephippigera","Frequency (kHz)","https://vocab.audioblast.org/Frequency","23-45","Calling Call","Male","","","0",""
"33101","95","Stenobothrus lineatus","Song (Presence)","","Present","Calling Call","Male","","","0",""
"33102","95","Stenobothrus lineatus","Song (Presence)","","Present","Courtship Call","Male","","","0",""
"33103","95","Stenobothrus lineatus","Song (Presence)","","Present","Response Call","Female","","","0",""
"33104","103","Omocestus Omocestus viridulus","Song (Presence)","","Present","Response Call","Female","","","0",""
"33105","77","Chorthippus Glyptobothrus brunneus","Song (Presence)","","Present","Response Call","Female","","","0",""
"33106","77","Chorthippus Glyptobothrus brunneus","Mate Location Method","https://vocab.audioblast.org/MateLocationMethod","Phonotaxis","","Male; Female","","","0",""
"33107","80","Chorthippus parallelus","Song (Presence)","","Present","Calling Call","Male","","","0",""
"33108","80","Chorthippus parallelus","Song (Presence)","","Present","Courtship Call","Male","","","0",""
"33109","2247","Gryllus Gryllus pennsylvanicus","Echeme Duration","https://vocab.audioblast.org/EchemeDuration","0.1786; 0.1687-0.1860","Calling Call","Male","","","0",""
"33110","2247","Gryllus Gryllus pennsylvanicus","Echeme Period","https://vocab.audioblast.org/EchemePeriod","0.6312;0.5622-0.6938","Calling Call","Male","","","0",""
"33111","2247","Gryllus Gryllus pennsylvanicus","Syllables per Echeme","https://vocab.audioblast.org/SyllablesPerEcheme","3; 4-5","Calling Call","Male","","","0",""
